Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud,posee_conectividad
Córdoba,Río Primero,Piquillín,1347,SI,NO,NO,NO,NO,NO,SI,SI,SI,14105210,-31.2995844445842,-63.7591050718367,SI
Córdoba,Río Primero,Plaza de Mercedes,67,NO,NO,NO,NO,NO,NO,NO,NO,NO,14105220,-30.9780514540426,-63.2596192028417,NO
Córdoba,Río Primero,Pueblo Comechingones,287,NO,NO,NO,NO,NO,NO,SI,NO,SI,14105230,-31.1685485898925,-63.6075820921855,SI
Córdoba,Río Primero,Río Primero,7044,SI,NO,NO,SI,NO,SI,SI,SI,SI,14105240,-31.3291838493004,-63.621866727412,SI
Córdoba,Río Primero,Sagrada Familia,84,NO,NO,NO,NO,NO,NO,NO,NO,NO,14105250,-31.2897282303946,-63.445471703469,NO
Córdoba,Río Primero,Santa Rosa de Río Primero,7761,SI,NO,NO,SI,NO,SI,SI,SI,SI,14105260,-31.1514772066717,-63.4015912555355,SI
Ciudad Autónoma de Buenos Aires,COMUNA 14,PALERMO,225970,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.5738999836423,-58.4224364523189,SI
Entre Ríos,Paraná,Seguí,3695,NO,SI,NO,NO,SI,SI,SI,SI,SI,30084230,-31.9588750821276,-60.1269829104478,SI
Entre Ríos,Paraná,Sosa,495,NO,NO,NO,NO,NO,NO,SI,NO,NO,30084240,-31.7385742726697,-59.9115081436489,SI
Entre Ríos,Paraná,Tabossi,1322,NO,SI,NO,SI,NO,SI,SI,SI,SI,30084250,-31.8047077554997,-59.9379151601641,SI
Entre Ríos,Paraná,Tezanos Pintos,189,NO,NO,NO,NO,NO,NO,SI,NO,NO,30084260,-31.8735456198918,-60.4970235321194,SI
Entre Ríos,Paraná,Viale,9383,SI,SI,NO,SI,NO,SI,SI,SI,SI,30084270,-31.8714330822777,-60.0099225269048,SI
Entre Ríos,Paraná,Villa Fontana,160,NO,NO,NO,NO,NO,NO,SI,NO,SI,30084280,-31.908647496665,-60.468352081106,SI
Entre Ríos,Paraná,Villa Gobernador Luis F. Etchevehere,215,NO,NO,NO,NO,NO,NO,SI,NO,NO,30084290,-31.93428563973,-60.4279737732991,SI
Córdoba,Río Primero,Villa Fontana,938,NO,NO,NO,SI,NO,SI,SI,NO,SI,14105270,-30.8940088267342,-63.1159181990178,SI
Córdoba,Río Seco,Cerro Colorado,225,NO,NO,NO,NO,NO,SI,NO,SI,SI,14112010,-30.0960599330651,-63.9287731727735,SI
Córdoba,Río Seco,Chañar Viejo,150,NO,NO,NO,NO,NO,NO,NO,NO,NO,14112020,-30.0139606979963,-63.8503752152119,NO
Córdoba,Río Seco,Eufrasio Loza,166,NO,NO,NO,NO,NO,NO,NO,NO,NO,14112030,-29.9247226351086,-63.5889152129175,NO
Córdoba,Río Seco,Gütemberg,542,NO,NO,NO,NO,NO,NO,NO,NO,NO,14112040,-29.7227092489555,-63.5149951918634,NO
Córdoba,Río Seco,La Rinconada,106,NO,NO,NO,NO,NO,NO,NO,NO,SI,14112050,-30.1846537889428,-62.8301426342643,SI
Córdoba,Río Seco,Los Hoyos,194,NO,NO,NO,NO,NO,NO,NO,NO,SI,14112060,-29.802434071812,-63.6273622842684,SI
Córdoba,Río Seco,Puesto de Castro,166,NO,NO,NO,NO,NO,NO,NO,NO,NO,14112070,-30.2390823848323,-63.4916854103812,NO
Córdoba,Río Seco,Rayo Cortado,675,NO,NO,NO,NO,NO,SI,NO,NO,NO,14112080,-30.0742593288829,-63.8249818238142,SI
Córdoba,Río Seco,San Pedro de Gütemberg,124,NO,NO,NO,NO,NO,NO,NO,NO,NO,14112090,-29.698228417088,-63.5610809474438,NO
Córdoba,Río Seco,Santa Elena,219,NO,NO,NO,NO,NO,NO,NO,NO,SI,14112100,-30.1174756551011,-63.8438054710488,SI
Córdoba,Río Seco,Sebastián Elcano,2481,NO,NO,NO,SI,NO,NO,SI,SI,SI,14112110,-30.1614462636479,-63.5934503863753,SI
Córdoba,Río Seco,Villa Candelaria,246,NO,NO,NO,NO,NO,NO,NO,NO,NO,14112120,-29.8162963199276,-63.3548391354923,NO
Córdoba,Río Seco,Villa de María,4648,NO,SI,NO,NO,NO,SI,SI,SI,SI,14112130,-29.9043583402484,-63.722318985926,SI
Córdoba,Río Segundo,Calchín,2435,NO,SI,NO,NO,NO,SI,SI,SI,SI,14119010,-31.6679359912419,-63.2006870937546,SI
Córdoba,Río Segundo,Calchín Oeste,759,NO,NO,NO,NO,NO,NO,SI,SI,SI,14119020,-31.8633868408967,-63.278168375262,SI
Córdoba,Río Segundo,Capilla del Carmen,328,NO,SI,NO,NO,NO,SI,SI,NO,SI,14119030,-31.5081678166164,-63.3421354529106,SI
Córdoba,Río Segundo,Carrilobo,1763,NO,SI,NO,NO,SI,SI,SI,SI,SI,14119040,-31.8716468802323,-63.1165074420857,SI
Entre Ríos,Paraná,Villa Urquiza,661,SI,NO,NO,NO,NO,NO,SI,SI,SI,30084300,-31.6507506100701,-60.3775855159669,SI
Entre Ríos,San Salvador,General Campos,2994,SI,NO,NO,NO,SI,SI,SI,NO,SI,30088010,-31.5246078338723,-58.4047735134447,SI
Entre Ríos,San Salvador,San Salvador,12733,SI,NO,NO,SI,NO,SI,SI,SI,SI,30088020,-31.6255225523021,-58.5040738167896,SI
Entre Ríos,Tala,Altamirano Sur,62,NO,NO,NO,NO,NO,NO,SI,NO,NO,30091010,-32.0888342815838,-59.1740705545307,SI
Entre Ríos,Tala,Durazno,294,SI,NO,NO,NO,NO,SI,SI,NO,NO,30091020,-31.9865854200416,-59.2804623070462,SI
Entre Ríos,Tala,Estación Arroyo Clé,119,NO,NO,NO,NO,NO,NO,NO,NO,NO,30091030,-32.6338905298532,-59.4016108911944,NO
Entre Ríos,Tala,Gobernador Echagüe,201,NO,NO,NO,NO,NO,NO,SI,NO,NO,30091040,-32.3933701328502,-59.2758886814116,SI
Entre Ríos,Tala,Gobernador Mansilla,2046,NO,NO,NO,NO,NO,SI,SI,SI,SI,30091050,-32.5464913620505,-59.3561472624329,SI
Entre Ríos,Tala,Gobernador Solá,491,NO,NO,NO,NO,NO,NO,NO,NO,SI,30091060,-32.3372059083888,-59.3710906213647,SI
Entre Ríos,Tala,Guardamonte,101,NO,NO,NO,NO,NO,NO,SI,NO,NO,30091070,-32.0826358698135,-59.3082772238093,SI
Entre Ríos,Tala,Las Guachas,66,NO,NO,NO,NO,NO,NO,NO,NO,NO,30091080,-32.4700075443165,-59.1726625031425,NO
Entre Ríos,Tala,Maciá,5870,NO,SI,NO,NO,NO,NO,SI,SI,SI,30091090,-32.1724413881098,-59.3986787086128,SI
Entre Ríos,Tala,Rosario del Tala,12801,SI,NO,NO,SI,NO,NO,SI,SI,SI,30091100,-32.3026339163322,-59.1445792095518,SI
Entre Ríos,Uruguay,1º de Mayo,696,NO,NO,NO,SI,NO,SI,SI,NO,NO,30098090,-32.2570116072534,-58.422728628517,SI
Entre Ríos,Uruguay,Basavilbaso,9485,SI,NO,NO,SI,NO,SI,SI,NO,SI,30098010,-32.3725729351065,-58.8785609437917,SI
Entre Ríos,Uruguay,Caseros,1948,SI,NO,NO,SI,SI,SI,SI,SI,SI,30098020,-32.4642772562474,-58.4780718727049,SI
Mendoza,Godoy Cruz,SAN FRANCISCO DEL MONTE,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.9301248190877,-68.8333388830804,SI
Mendoza,Godoy Cruz,Villa Hipodromo,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.9085519196216,-68.8709990197701,SI
Mendoza,Godoy Cruz,Villa Marini,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-32.9368994348648,-68.8625261619583,SI
Mendoza,Guaymallén,BERMEJO,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.8674494392665,-68.8015983577909,SI
Mendoza,Guaymallén,BUENA NUEVA,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.887610360379,-68.7797113648865,SI
Mendoza,Guaymallén,Capilla Del Rosario,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.9057059086968,-68.7753107154796,SI
Mendoza,Guaymallén,Colonia Segovia,4271,NO,NO,NO,NO,NO,NO,NO,SI,SI,50028010,-32.8445720739406,-68.7264015008637,SI
Mendoza,Guaymallén,COLONIA SEGOVIA,0,NO,NO,NO,SI,NO,SI,NO,SI,SI,50028010,-32.8445720739406,-68.7264015008637,SI
Mendoza,Guaymallén,DORREGO,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.9079284079055,-68.8402487586896,SI
Mendoza,Guaymallén,EL SAUCE,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.866493937014,-68.7583334039687,SI
Mendoza,Guaymallén,GENERAL BELGRANO,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.8819026438146,-68.8087568548896,SI
Mendoza,Guaymallén,Guaymallén,252618,SI,NO,SI,SI,NO,SI,SI,SI,SI,50028020,-32.8925289639529,-68.820068537927,SI
Mendoza,Guaymallén,JESUS NAZARENO,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.9208013873904,-68.7868066982545,SI
Mendoza,Guaymallén,KILOMETRO 11 (GUAYMALLEN),0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-32.9207614727554,-68.7071185835279,NO
Buenos Aires,Tres De Febrero,Ciudad Jardín Lomas del Palomar,17794,SI,SI,NO,SI,NO,NO,SI,SI,SI,6840010,-34.5961197253917,-58.5965998962097,SI
Buenos Aires,Tres De Febrero,Ciudadela,73939,SI,SI,SI,SI,SI,SI,SI,SI,SI,6840010,-34.6326965166188,-58.5424067827037,SI
Buenos Aires,Tres De Febrero,El Libertador,15270,SI,SI,NO,SI,NO,NO,SI,SI,SI,6840010,-34.5564986200599,-58.622337837699,SI
Buenos Aires,Tres De Febrero,Jose Ingenieros,7300,SI,SI,NO,SI,NO,SI,SI,SI,SI,6840010,-34.6171528691842,-58.5342186326877,SI
Buenos Aires,Tres De Febrero,Loma Hermosa,18152,SI,SI,NO,SI,NO,NO,SI,SI,SI,6840010,-34.5684066633166,-58.603081885803,SI
Buenos Aires,Tres De Febrero,Martín Coronado,19326,SI,SI,NO,SI,NO,NO,SI,SI,SI,6840010,-34.5852038063892,-58.5918755543704,SI
Buenos Aires,Tres De Febrero,Pablo Podestá,12990,SI,SI,SI,SI,NO,SI,SI,SI,SI,6840010,-34.5758246152249,-58.6202497472316,SI
Buenos Aires,Tres De Febrero,Remedios De Escalada,11987,SI,SI,NO,SI,NO,SI,SI,SI,SI,6840010,-34.5705752444729,-58.620118067161,SI
Mendoza,Guaymallén,La Primavera,189067,NO,NO,NO,SI,NO,SI,NO,NO,NO,50028030,-32.9212115151732,-68.6797682708562,SI
Mendoza,Guaymallén,LAS CAÑAS,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.9057702142765,-68.8263412149075,SI
Mendoza,Guaymallén,Los Corralitos,942,SI,NO,SI,NO,SI,SI,SI,SI,SI,50028040,-32.8978664693342,-68.7059893326547,SI
Mendoza,Guaymallén,PEDRO MOLINA,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.8749826070419,-68.8287743942338,SI
Mendoza,Guaymallén,Puente de Hierro,7524,SI,NO,SI,NO,NO,SI,SI,SI,SI,50028050,-32.8596996528436,-68.6889630695891,SI
Mendoza,Guaymallén,RODEO DE LA CRUZ,0,NO,NO,NO,SI,SI,NO,NO,SI,SI,,-32.9233876380597,-68.7484037679985,SI
Mendoza,Guaymallén,SAN FRANCISCO DEL MONTE,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.9176425793206,-68.8127477726945,SI
Mendoza,Guaymallén,San Jose,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.887910080091,-68.8336077167937,SI
Mendoza,Guaymallén,VILLA NUEVA,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.9010420892697,-68.8031458310547,SI
Mendoza,Junín,ALTO VERDE,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-33.15452764,-68.35591009,NO
Mendoza,Junín,Ingeniero Giagnoni,594,SI,NO,SI,SI,NO,SI,SI,SI,SI,50035010,-33.1247748459194,-68.4208925887498,SI
Mendoza,Junín,Junín,6324,SI,NO,SI,SI,SI,SI,SI,SI,SI,50035020,-33.1450869905894,-68.4921156012444,SI
Mendoza,Junín,La Colonia,9403,NO,NO,NO,SI,NO,SI,NO,SI,SI,50035030,-33.0927994762934,-68.4874957269843,SI
Mendoza,Junín,Los Barriales,4572,SI,NO,SI,NO,NO,SI,SI,SI,SI,50035040,-33.1010405156356,-68.567527971482,SI
Río Negro,Adolfo Alsina,Guardia Mitre,856,NO,NO,NO,NO,SI,SI,SI,NO,SI,62007040,-40.4302951883973,-63.6719140103256,SI
Río Negro,Adolfo Alsina,La Lobería,1,NO,NO,NO,NO,NO,NO,NO,NO,NO,62007050,-41.1541008885686,-63.1234800366544,NO
Río Negro,Adolfo Alsina,Loteo Costa de Río,665,NO,NO,NO,NO,NO,NO,NO,NO,NO,62007060,-40.8722977227525,-62.9146635826372,NO
Río Negro,Adolfo Alsina,Pozo Salado,5,NO,NO,NO,NO,NO,NO,NO,NO,NO,62007070,-41.0178488120515,-64.1403933053127,NO
Río Negro,Adolfo Alsina,San Javier,530,NO,NO,NO,NO,SI,SI,SI,NO,NO,62007080,-40.7472509496074,-63.2646524967149,SI
Río Negro,Adolfo Alsina,Viedma,52789,SI,SI,SI,SI,SI,SI,SI,SI,SI,62007090,-40.8093232712389,-62.9853203682712,SI
Río Negro,Avellaneda,Barrio Unión,89,NO,NO,NO,NO,NO,NO,NO,NO,NO,62014010,-39.1585373145235,-66.1856066477135,NO
Río Negro,Avellaneda,Chelforó,71,NO,NO,NO,NO,NO,NO,NO,NO,NO,62014020,-39.0881631155042,-66.5209546613811,NO
Río Negro,Avellaneda,Chimpay,4025,NO,NO,NO,SI,SI,NO,NO,SI,SI,62014030,-39.1651527318617,-66.1447069274027,SI
Río Negro,Avellaneda,Choele Choel,10146,SI,SI,SI,SI,SI,SI,SI,SI,SI,62014040,-39.2884543350453,-65.663280823108,SI
Río Negro,Avellaneda,Coronel Belisle,1764,NO,SI,NO,SI,SI,SI,SI,SI,SI,62014050,-39.1858299915745,-65.9563191181266,SI
Río Negro,Avellaneda,Darwin,1148,NO,SI,NO,SI,SI,SI,NO,NO,SI,62014060,-39.2026912901608,-65.7409172296959,SI
Río Negro,Avellaneda,Lamarque,7686,NO,SI,SI,SI,SI,SI,SI,SI,SI,62014070,-39.4232652920959,-65.7014504976777,SI
Río Negro,Avellaneda,Luis Beltrán,5603,NO,SI,SI,SI,SI,SI,SI,SI,SI,62014080,-39.3088800984468,-65.7648714193881,SI
Río Negro,Avellaneda,Pomona,737,NO,SI,NO,NO,SI,SI,NO,SI,SI,62014090,-39.4841604573414,-65.6124600513947,SI
Río Negro,Bariloche,Arelauquen,460,NO,NO,NO,NO,NO,NO,NO,SI,SI,62021005,-41.1700881080441,-71.3851119262238,SI
Río Negro,Bariloche,Barrio El Pilar,521,NO,NO,NO,NO,NO,NO,NO,SI,SI,62021010,-41.1814203033089,-71.3493437707973,SI
Río Negro,Bariloche,Colonia Suiza,150,NO,NO,NO,NO,NO,NO,NO,SI,SI,62021020,-41.0947497360429,-71.505527376881,SI
Río Negro,Bariloche,El Bolsón,17061,SI,NO,NO,SI,SI,SI,SI,SI,SI,62021030,-41.9804859657332,-71.5336172136647,SI
Río Negro,Bariloche,El Foyel,155,NO,NO,NO,NO,SI,NO,NO,SI,SI,62021040,-41.6571199223738,-71.4592776287102,SI
Río Negro,Bariloche,Mallín Ahogado,65,NO,NO,NO,NO,NO,NO,NO,NO,NO,62021047,-41.8412736734112,-71.5091292986442,NO
Río Negro,Bariloche,Rio Villegas,75,NO,NO,NO,NO,SI,SI,NO,NO,NO,62021050,-41.5822159155763,-71.5012934002795,SI
Río Negro,Bariloche,San Carlos de Bariloche,109305,SI,SI,SI,SI,SI,SI,SI,SI,SI,62021060,-41.1369282850916,-71.2990645403113,SI
Río Negro,Bariloche,Villa Campanario,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-41.0649702714092,-71.4726736795373,SI
Río Negro,Bariloche,Villa Catedral,88,SI,NO,NO,NO,NO,NO,SI,SI,SI,62021080,-41.1666351264313,-71.4375745404969,SI
Río Negro,Bariloche,Villa Llao Llao,0,SI,NO,NO,NO,NO,NO,SI,SI,SI,,-41.0697604387258,-71.5396513534561,SI
Río Negro,Bariloche,Villa Los Coihues,1919,NO,NO,NO,NO,SI,NO,NO,SI,SI,62021100,-41.1575793746786,-71.4131558610974,SI
Córdoba,Río Segundo,Río Segundo,19713,SI,NO,NO,SI,SI,SI,SI,SI,SI,14119190,-31.650153972407,-63.9118630162229,SI
Córdoba,Río Segundo,Santiago Temple,2779,SI,SI,NO,NO,SI,SI,SI,SI,SI,14119200,-31.3871253007234,-63.4182078006181,SI
Córdoba,Río Segundo,Villa del Rosario,15313,SI,SI,NO,NO,NO,SI,SI,SI,SI,14119210,-31.5540113344661,-63.5341489014562,SI
Córdoba,San Alberto,Ambul,386,NO,NO,NO,NO,NO,NO,SI,SI,SI,14126010,-31.489683021508,-65.0566540377037,SI
Córdoba,San Alberto,Arroyo Los Patos,545,NO,SI,NO,NO,NO,SI,NO,NO,SI,14126020,-31.7500816583302,-65.004300188015,SI
Córdoba,San Alberto,El Huayco,133,SI,NO,NO,NO,NO,SI,SI,NO,NO,14126030,-31.845848320458,-64.9560921756071,SI
Córdoba,San Alberto,La Cortadera,10,NO,NO,NO,SI,NO,NO,NO,NO,NO,14126040,-31.668668399569,-65.37239422356,SI
Córdoba,San Alberto,Las Calles,320,NO,NO,NO,SI,NO,SI,SI,NO,NO,14126050,-31.8206855464004,-64.9717608825205,SI
Córdoba,San Alberto,Las Oscuras,7,NO,NO,NO,NO,NO,NO,NO,NO,NO,14126060,-31.6633718662216,-65.3190950145101,NO
Córdoba,San Alberto,Las Rabonas,591,NO,NO,NO,SI,NO,SI,NO,NO,NO,14126070,-31.8544494669466,-64.9870970596913,SI
Córdoba,San Alberto,Los Callejones,483,NO,NO,NO,NO,NO,NO,NO,NO,NO,14126080,-31.9322689128265,-65.2330653421552,NO
Córdoba,San Alberto,Mina Clavero,8487,SI,SI,NO,SI,NO,NO,SI,SI,SI,14126090,-31.7267843574619,-65.0055332639059,SI
Córdoba,San Alberto,Mussi,21,NO,NO,NO,NO,NO,NO,NO,NO,NO,14126100,-31.4273241562001,-65.0756894821312,NO
Córdoba,San Alberto,Nono,1198,SI,SI,NO,SI,NO,SI,SI,SI,SI,14126110,-31.795570031823,-65.0034036260171,SI
Córdoba,San Alberto,Panaholma,136,NO,NO,NO,NO,NO,NO,NO,NO,SI,14126120,-31.626892878253,-65.058665894714,SI
Salta,Santa Victoria,Santa Victoria,1151,NO,NO,NO,SI,SI,SI,NO,NO,NO,66161070,-22.2294615004585,-64.9503255468472,SI
San Juan,25 de Mayo,Campo Afuera,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-31.4165329806484,-68.5316143378439,NO
San Juan,25 de Mayo,El Encón,524,NO,NO,NO,NO,NO,NO,NO,NO,SI,70126010,-32.2163733476113,-67.793057098676,SI
San Juan,25 de Mayo,La Chimbera,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-31.8505514541041,-68.309461754649,NO
San Juan,25 de Mayo,Tupelí,1169,NO,NO,NO,NO,NO,SI,NO,NO,NO,70126020,-31.8390315742989,-68.3573941216943,SI
San Juan,25 de Mayo,Villa Borjas,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-31.8100072529359,-68.3289623063813,NO
San Juan,25 de Mayo,Villa Borjas - La Chimbera,5275,NO,NO,NO,NO,NO,SI,SI,NO,NO,70126030,-31.8100072529359,-68.3289623063813,SI
San Juan,25 de Mayo,Villa El Tango,1367,NO,NO,NO,NO,NO,NO,NO,NO,NO,70126040,-31.763268918716,-68.2222966354108,NO
San Juan,25 de Mayo,Villa Santa Rosa,3460,NO,NO,NO,NO,NO,SI,SI,SI,SI,70126050,-31.7448085385712,-68.3142412332522,SI
San Juan,9 de Julio,9 de Julio,3484,NO,NO,NO,SI,SI,SI,SI,SI,SI,70063040,-31.669750919971,-68.3900416378963,SI
San Juan,9 de Julio,Alto de Sierra,499,NO,NO,NO,NO,NO,NO,NO,SI,SI,70063010,-31.5551785871028,-68.4205987445022,SI
San Juan,9 de Julio,Colonia Fiorito,384,NO,NO,NO,NO,NO,SI,NO,NO,NO,70063020,-31.5551785871028,-68.4205987445022,SI
San Juan,9 de Julio,Las Chacritas,2760,NO,NO,NO,NO,NO,SI,NO,NO,SI,70063030,-31.5936417922213,-68.4077196718125,SI
San Juan,Albardón,El Rincón,1252,SI,NO,SI,SI,NO,SI,SI,SI,SI,70007010,-31.4480943761332,-68.5425141343624,SI
San Juan,Albardón,La Cañada,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-31.4475643930837,-68.4817213288378,NO
San Juan,Albardón,Villa Ampacama,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-31.3864085743851,-68.4572411115084,NO
San Juan,Albardón,Villa General San Martin,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,,-31.421071066377,-68.4907605706737,SI
San Juan,Albardón,Villa General San Martín - Campo Afuera,22046,NO,NO,NO,NO,NO,SI,NO,NO,NO,70007020,-31.421071066377,-68.4907605706737,SI
San Juan,Angaco,Las Tapias,1563,NO,NO,NO,NO,NO,NO,SI,NO,NO,70014010,-31.4084472492778,-68.3999429561259,SI
San Juan,Angaco,Villa El Salvador,0,NO,SI,NO,NO,NO,SI,NO,SI,SI,,-31.4454020414681,-68.417640160613,SI
San Juan,Angaco,Villa El Salvador - Villa Sefair,4472,NO,NO,NO,NO,NO,SI,NO,NO,NO,70014020,-31.4454020414681,-68.417640160613,SI
Ciudad Autónoma de Buenos Aires,COMUNA 08,VILLA SOLDATI,46779,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.6654688444976,-58.4465225253229,SI
Córdoba,Río Segundo,Colazo,1598,NO,NO,NO,SI,SI,NO,SI,SI,SI,14119050,-31.964293093898,-63.3834011052136,SI
Córdoba,Río Segundo,Colonia Videla,78,NO,NO,NO,NO,NO,NO,NO,NO,NO,14119060,-31.9175044736895,-63.5047159461534,NO
Córdoba,Río Segundo,Costasacate,1480,SI,NO,NO,SI,NO,SI,SI,SI,SI,14119070,-31.6470984739179,-63.7598955842163,SI
Córdoba,Río Segundo,Impira,163,NO,NO,NO,NO,NO,NO,NO,SI,NO,14119080,-31.7965929244084,-63.6511207667299,SI
Córdoba,Río Segundo,Laguna Larga,7437,SI,NO,NO,SI,NO,SI,SI,SI,SI,14119090,-31.7783987221778,-63.8027369015332,SI
Formosa,Patiño,Juan G. Bazán,413,NO,NO,NO,NO,NO,SI,NO,NO,SI,34035090,-24.5418137126365,-60.8341896995338,SI
San Luis,Libertador Grl. San Martín,Las Lagunas,111,NO,NO,NO,NO,NO,SI,NO,NO,NO,74063040,-32.6298120296294,-65.551144128608,SI
Córdoba,Río Segundo,Las Junturas,1748,SI,NO,NO,SI,SI,NO,SI,SI,SI,14119100,-31.8313972998615,-63.4506364545889,SI
Córdoba,Río Segundo,Los Chañaritos,219,SI,NO,NO,SI,NO,SI,SI,NO,SI,14119110,-31.4021377541587,-63.3321030427196,SI
Córdoba,Río Segundo,Luque,6253,SI,SI,NO,SI,NO,SI,SI,SI,SI,14119120,-31.6468736294787,-63.344798299585,SI
Córdoba,Río Segundo,Manfredi,961,SI,NO,NO,NO,NO,NO,SI,SI,SI,14119130,-31.8440585633394,-63.7460746070431,SI
Córdoba,Río Segundo,Matorrales,972,NO,NO,NO,NO,NO,NO,SI,SI,SI,14119140,-31.7144720415401,-63.5118521462999,SI
Córdoba,Río Segundo,Oncativo,13180,SI,SI,NO,SI,NO,SI,SI,SI,SI,14119150,-31.912835805369,-63.6836820317482,SI
Córdoba,Río Segundo,Pilar,14735,SI,NO,NO,SI,NO,SI,SI,SI,SI,14119160,-31.6804516863719,-63.8814979795567,SI
Córdoba,Río Segundo,Pozo del Molle,5680,NO,SI,NO,NO,NO,NO,SI,SI,SI,14119170,-32.0194389864602,-62.9199182599484,SI
Córdoba,Río Segundo,Rincón,517,NO,SI,NO,NO,NO,SI,SI,SI,SI,14119180,-31.595385474428,-63.6155414282074,SI
Córdoba,San Alberto,San Huberto,116,NO,NO,NO,SI,NO,SI,NO,NO,NO,14126130,-31.832529380563,-64.9856729137672,SI
Buenos Aires,Esteban Echeverría,Luis Guillón,46649,SI,SI,SI,SI,NO,SI,SI,SI,SI,6260010,-34.800196435999,-58.4530964052639,SI
Buenos Aires,Esteban Echeverría,Monte Grande,135893,SI,SI,SI,SI,SI,SI,SI,SI,SI,6260010,-34.8191368630736,-58.4726947603508,SI
Buenos Aires,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,14,SI,NO,NO,NO,NO,NO,SI,NO,NO,6260010,-34.8128216283518,-58.5521650062885,SI
Buenos Aires,Exaltación de la Cruz,Arroyo de la Cruz,243,NO,NO,NO,NO,NO,SI,NO,SI,SI,6266010,-34.3363786908945,-59.1094149717708,SI
Buenos Aires,Exaltación de la Cruz,Capilla del Señor (Est. Capilla),9244,SI,NO,SI,SI,NO,NO,SI,SI,SI,6266020,-34.2912108668035,-59.1015232724441,SI
Buenos Aires,Exaltación de la Cruz,Diego Gaynor,236,NO,NO,NO,NO,NO,NO,NO,NO,NO,6266030,-34.288973975279,-59.222781222713,NO
Buenos Aires,Exaltación de la Cruz,El Remanso,0,NO,NO,NO,NO,NO,NO,SI,SI,SI,,-34.4149477393736,-59.086281182388,SI
Buenos Aires,Exaltación de la Cruz,Los Cardales,7174,SI,SI,SI,NO,SI,NO,SI,SI,SI,6266040,-34.3300736993853,-58.9885651588167,SI
Buenos Aires,Exaltación de la Cruz,Parada Orlando,1207,NO,NO,NO,NO,NO,SI,NO,NO,NO,6266050,-34.3273003551547,-59.0759905460338,SI
Buenos Aires,Exaltación de la Cruz,Parada Robles - Pavón,8008,SI,NO,NO,SI,NO,NO,SI,SI,SI,6266060,-34.3581118951493,-59.0310010709452,SI
San Juan,Calingasta,Barreal - Villa Pituil,3463,NO,NO,SI,NO,NO,SI,SI,SI,NO,70021010,-31.6528323304108,-69.4815385910816,SI
San Juan,Calingasta,Calingasta,2198,NO,NO,NO,NO,NO,SI,SI,SI,NO,70021020,-31.335410441528,-69.4273817834109,SI
San Juan,Calingasta,Tamberías,988,NO,NO,NO,NO,NO,SI,SI,SI,NO,70021030,-31.46037726198,-69.4229130996947,SI
San Juan,Calingasta,Villa Pituil,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-31.6528323304108,-69.4815385910816,NO
San Juan,Capital,San Juan,109123,SI,SI,SI,SI,SI,SI,SI,SI,SI,70028010,-31.5371970378027,-68.5250183173793,SI
San Juan,Caucete,Barrio Justo P. Castro IV,589,NO,NO,NO,NO,NO,NO,NO,NO,NO,70035015,-31.6283025583976,-68.3008272782109,NO
San Juan,Caucete,Bermejo,484,NO,NO,NO,NO,SI,NO,NO,NO,NO,70035010,-31.5918363542723,-67.6623620492559,SI
San Juan,Caucete,Caucete,28222,SI,NO,NO,NO,NO,SI,SI,SI,SI,70035020,-31.6514787868907,-68.2821404352408,SI
San Juan,Caucete,El Rincón,553,NO,NO,NO,NO,NO,NO,NO,NO,NO,70035030,-31.6648793452851,-68.3211580078388,NO
